Site,Type,Transect,Repetition,Genus,Spp,N_ind,N_juv,N_ad,N_m,N_f,Angle,Dis
Ambavala,Nocturnal,1,1,Cheirogaleus,crossleyi,1,0,1,NA,NA,1.570796327,3
Ambavala,Nocturnal,3,1,Cheirogaleus,crossleyi,1,0,1,NA,NA,0,0
Antanambe,Nocturnal,1,2,Cheirogaleus,crossleyi,1,NA,NA,NA,NA,1.570796327,10
Ambavala,Nocturnal,1,2,Avahi,laniger,2,1,1,NA,1,1.570796327,0
Ambavala,Nocturnal,2,3,Cheirogaleus,crossleyi,1,0,1,NA,NA,1.570796327,15
Ambavala,Nocturnal,1,4,Cheirogaleus,crossleyi,1,0,1,NA,NA,0.785398163,3
Antanambe,Nocturnal,1,3,Microcebus,mittermeieri,1,NA,NA,NA,NA,1.570796327,6
Antanambe,Nocturnal,1,3,Avahi,laniger,1,NA,NA,NA,NA,1.570796327,6
Antanambe,Nocturnal,3,1,Lepilemur,seali,1,NA,NA,NA,NA,1.570796327,25
Antanambe,Nocturnal,1,3,Microcebus,mittermeieri,2,NA,NA,NA,NA,1.570796327,7
Antanambe,Nocturnal,2,1,Cheirogaleus,crossleyi,2,NA,NA,NA,NA,0,0
Antanambe,Nocturnal,1,2,Avahi,laniger,1,NA,NA,NA,NA,1.570796327,6
Ambavala,Nocturnal,1,1,Cheirogaleus,crossleyi,1,0,1,NA,NA,0.785398163,3
Ambavala,Nocturnal,3,1,Cheirogaleus,crossleyi,1,0,1,NA,NA,1.570796327,10
Ambavala,Nocturnal,2,3,Lepilemur,seali,1,0,1,NA,NA,0,0
Antanambe,Nocturnal,3,2,Cheirogaleus,crossleyi,2,NA,NA,NA,NA,1.570796327,12
Antanambe,Nocturnal,2,3,Cheirogaleus,crossleyi,1,NA,NA,NA,NA,0,0
Antanambe,Nocturnal,1,2,Cheirogaleus,crossleyi,2,NA,NA,NA,NA,1.570796327,12
Ambavala,Nocturnal,1,4,Avahi,laniger,2,1,1,0,1,1.570796327,3
Antanambe,Nocturnal,1,3,Microcebus,mittermeieri,1,NA,NA,NA,NA,1.570796327,2
Ambavala,Nocturnal,3,1,Cheirogaleus,crossleyi,1,0,1,NA,NA,0,0
Ambavala,Nocturnal,2,4,Cheirogaleus,crossleyi,1,0,1,NA,NA,0,0
Antanambe,Nocturnal,2,1,Cheirogaleus,crossleyi,1,NA,NA,NA,NA,1.570796327,2
Antanambe,Nocturnal,2,3,Lepilemur,seali,1,NA,NA,NA,NA,1.570796327,10
Antanambe,Nocturnal,3,1,Avahi,laniger,1,NA,NA,NA,NA,1.396263402,2
Ambavala,Nocturnal,1,1,Microcebus,lehilahytsara,1,0,1,NA,NA,0.523598776,2
Ambavala,Nocturnal,2,4,Lepilemur,seali,1,0,1,NA,1,0,0
Antanambe,Nocturnal,1,1,Cheirogaleus,crossleyi,2,NA,NA,NA,NA,1.570796327,6
Ambavala,Nocturnal,3,1,Cheirogaleus,crossleyi,1,0,1,NA,NA,0,0
Antanambe,Nocturnal,2,2,Cheirogaleus,crossleyi,1,NA,NA,NA,NA,1.570796327,15
Antanambe,Nocturnal,1,2,Cheirogaleus,crossleyi,1,NA,NA,NA,NA,1.570796327,15
Ambavala,Nocturnal,2,3,Cheirogaleus,crossleyi,1,0,1,NA,NA,0.523598776,9
Ambavala,Nocturnal,1,3,Cheirogaleus,crossleyi,2,0,2,NA,NA,1.570796327,25
Antanambe,Nocturnal,2,3,Cheirogaleus,crossleyi,1,NA,NA,NA,NA,1.570796327,5
Ambavala,Nocturnal,3,2,Cheirogaleus,crossleyi,1,0,1,NA,NA,0.785398163,5
Ambavala,Nocturnal,3,2,Cheirogaleus,crossleyi,1,0,1,NA,NA,1.570796327,5
Antanambe,Nocturnal,1,1,avahi,laniger,1,NA,NA,NA,NA,1.570796327,2
Antanambe,Nocturnal,2,3,Allocebus,trichotis,1,NA,NA,NA,NA,0,0
Ambavala,Nocturnal,3,1,Cheirogaleus,crossleyi,1,0,1,NA,NA,1.570796327,25
Antanambe,Nocturnal,2,3,Lepilemur,seali,1,NA,NA,NA,NA,1.570796327,4
Antanambe,Nocturnal,3,2,Allocebus,trichotis,1,NA,NA,NA,NA,1.570796327,25
Antanambe,Nocturnal,2,2,Cheirogaleus,crossleyi,1,NA,NA,NA,NA,0,0
Ambavala,Nocturnal,3,1,Cheirogaleus,crossleyi,1,0,1,NA,NA,1.570796327,20
Ambavala,Nocturnal,2,4,Cheirogaleus,crossleyi,1,0,1,NA,NA,1.570796327,10
Ambavala,Nocturnal,1,1,Avahi,laniger,2,1,1,NA,1,0.471238898,7
Ambavala,Nocturnal,3,1,Cheirogaleus,crossleyi,2,0,2,NA,NA,0,0
Ambavala,Nocturnal,1,3,Cheirogaleus,crossleyi,1,0,1,NA,NA,0,0
Ambavala,Nocturnal,3,2,Cheirogaleus,crossleyi,1,0,1,NA,NA,0.523598776,2
Antanambe,Nocturnal,3,2,Cheirogaleus,crossleyi,1,NA,NA,NA,NA,0,0
Ambavala,Nocturnal,2,4,Cheirogaleus,crossleyi,1,0,1,NA,NA,1.570796327,15
Ambavala,Nocturnal,2,4,Avahi,laniger,2,0,2,0,NA,0,0
Antanambe,Nocturnal,2,3,Avahi,laniger,1,NA,NA,NA,NA,1.570796327,10
Ambavala,Nocturnal,1,3,Cheirogaleus,crossleyi,1,0,1,NA,NA,1.570796327,8
Ambavala,Nocturnal,3,1,Cheirogaleus,crossleyi,1,0,1,NA,NA,1.570796327,6
Antanambe,Nocturnal,2,3,Microcebus,mittermeieri,1,NA,NA,NA,NA,1.570796327,3
Ambavala,Nocturnal,2,4,Cheirogaleus,crossleyi,1,0,1,NA,NA,0.523598776,10
Ambavala,Nocturnal,3,1,Lepilemur,seali,1,0,1,NA,NA,1.570796327,20
Ambavala,Nocturnal,3,1,Cheirogaleus,crossleyi,1,0,1,NA,NA,1.570796327,20
Ambavala,Nocturnal,1,1,Microcebus,lehilahytsara,1,0,1,NA,NA,1.570796327,2
Ambodihasina,Diurnal,1,2,Eulemur, albifrons,7,1,6,2,4,0.610865238,15
Ambodihasina,Diurnal,1,3,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,3,39,Propithecus,candidus,3,1,3,1,1,1.570796327,22
Ambodivoara,Diurnal,4,25,Propithecus,candidus,3,1,2,1,1,1.570796327,9
Ambodivoara,Diurnal,2,29,Eulemur,albifrons,3,0,3,1,2,1.570796327,7
Ambodivoara,Diurnal,2,45,Hapalemur,occidentalis,1,0,1,NA,NA,1.570796327,5
Ambodivoara,Diurnal,4,36,Hapalemur,occidentalis,2,0,2,0,0,1.396263402,7
Ambodivoara,Diurnal,1,40,Propithecus,candidus,2,0,2,1,1,0,0
Ambodivoara,Diurnal,2,32,Eulemur,albifrons,7,0,7,3,4,1.570796327,3
Ambodivoara,Diurnal,2,37,Eulemur,rubriventer,2,0,2,1,1,5.235987756,15
Ambodivoara,Diurnal,1,41,Propithecus,candidus,2,0,2,1,1,1.570796327,30
Ambodivoara,Diurnal,4,29,Eulemur,rubriventer,3,1,2,1,1,1.570796327,25
Ambodivoara,Diurnal,3,31,Eulemur,rubriventer,1,0,1,1,0,0,0
Ambodivoara,diurnal,2,39,Eulemur,rubriventer,2,0,2,1,1,1.570796327,15
Ambodivoara,Diurnal,4,32,Hapalemur,occidentalis,3,0,3,0,0,0.698131701,8
Ambodivoara,Diurnal,3,39,Eulemur,albifrons,2,0,2,1,1,1.396263402,15
Ambodivoara,Diurnal,4,32,Eulemur,rubriventer,3,0,3,2,1,5.235987756,7
Ambodivoara,Diurnal,1,34,Eulemur,rubriventer,3,1,2,1,2,0,0
Ambodivoara,Diurnal,3,30,Eulemur,rubriventer,3,0,3,1,2,NA,NA
Ambodivoara,Diurnal,2,45,Eulemur,rubriventer,2,0,2,1,1,0,0
Ambodivoara,Diurnal,4,36,Eulemur,rubriventer,2,0,2,1,1,1.047197551,5
Ambodivoara,Diurnal,4,33,Eulemur,rubriventer,2,0,2,1,1,0,0
Ambodivoara,Diurnal,3,39,Hapalemur,occidentalis,2,0,2,NA,NA,4.886921906,12
Ambodivoara,Diurnal,2,32,Eulemur,rubriventer,2,0,2,1,1,1.745329252,15
Ambodivoara,Diurnal,3,24,Eulemur,rubriventer,4,0,4,1,3,0,0
Ambodivoara,Diurnal,1,40,Eulemur,rubriventer,2,0,2,2,0,3.490658504,12
Ambodivoara,Diurnal,3,40,Propithecus,candidus,6,1,5,2,3,1.047197551,2
Ambodivoara,Diurnal,2,45,Eulemur,rubriventer,3,0,3,1,2,1.570796327,10
Ambodivoara,Diurnal,4,29,Eulemur,rubriventer,3,1,2,1,1,1.570796327,30
Ambodivoara,Diurnal,3,30,Eulemur,rubriventer,4,0,4,2,2,NA,NA
Ambodivoara,Diurnal,3,40,Propithecus,candidus,1,0,1,1,0,0.872664626,5
Ambodivoara,Diurnal,3,31,Eulemur,rubriventer,1,0,1,1,0,NA,NA
Ambodivoara,Diurnal,3,40,Eulemur,rubriventer,2,0,2,1,1,0,0
Ambodivoara,Diurnal,3,26,Propithecus,candidus,1,0,1,0,0,1.047197551,7
Ambodivoara,Diurnal,3,26,Eulemur,rubriventer,1,0,1,0,1,1.570796327,8
Ambodivoara,Diurnal,3,26,Eulemur,rubriventer,3,1,2,1,1,1.919862177,25
Ambodivoara,Diurnal,3,26,Eulemur,albifrons,5,0,5,2,3,0,0
Ambodivoara,Diurnal,3,23,Propithecus,candidus,2,0,2,0,0,1.570796327,30
Ambodimandresy,Diurnal,3,1,Eulemur,rubriventer,3,NA,2,1,2,0.785398163,12
Ambodivoara,Diurnal,1,36,Hapalemur,occidentalis,1,0,1,NA,NA,1.570796327,8
Ambodivoara,Diurnal,3,28,Propithecus,candidus,3,0,3,1,2,1.047197551,15
Ambodivoara,Diurnal,1,42,Eulemur,rubriventer,2,0,2,1,1,0,0
Ambodivoara,Diurnal,2,36,NA,NA,0,0,0,0,0,NA,NA
Ambodivoara,Diurnal,1,48,Propithecus,candidus,2,0,2,1,1,0,0
Ambodivoara,Diurnal,2,1,Eulemur,rubriventer,2,0,2,1,1,0.523598776,20
Ambodivoara,Diurnal,3,36,Eulemur,rubriventer,2,0,2,1,1,3.159045946,21
Ambodivoara,Diurnal,1,1,Propithecus,candidus,3,1,2,1,1,1.047197551,8
Betaolana,Diurnal,1,4,Eulemur,albifrons,4,NA,4,NA,NA,0.523598776,20
Ambodivoara,Diurnal,4,26,Propithecus,candidus,3,1,2,1,1,0.34906585,15
Ambodivoara,Diurnal,3,35,Hapalemur,occidentalis,2,NA,2,NA,NA,1.745329252,8
Ambodivoara,Diurnal,3,27,Eulemur,albifrons,3,0,3,1,2,1.221730476,5
Ambodivoara,Diurnal,3,27,Eulemur,albifrons,3,0,3,1,2,1.221730476,5
Ambodivoara,Diurnal,4,23,Eulemur,albifrons,11,0,11,5,6,0,0
Ambodivoara,Diurnal,3,36,Hapalemur,occidentalis,2,0,2,NA,NA,0.698131701,25
Ambodivoara,Diurnal,3,36,Eulemur,albifrons,3,1,2,1,2,0,0
Ambodihasina,Diurnal,3,2,Propithecus,candidus,5,1,4,2,2,0.296705973,25
Ambodivoara,Diurnal,3,27,Hapalemur,occidentalis,3,0,3,0,0,1.780235837,15
Ambodivoara,Diurnal,3,27,Hapalemur,occidentalis,4,0,4,0,0,1.780235837,15
Ambodivoara,Diurnal,3,34,Hapalemur,occidentalis,2,NA,2,NA,NA,4.71238898,15
Ambodivoara,Diurnal,3,28,Propithecus,candidus,5,0,5,2,3,5.585053606,8
Ambodivoara,Diurnal,3,29,Eulemur,rubriventer,3,0,3,1,2,0,0
Ambodivoara,Diurnal,1,47,Eulemur,albifrons,2,0,2,1,1,1.221730476,18
Ambodivoara,Diurnal,2,35,Eulemur,albifrons,6,0,6,1,5,4.71238898,23
Ambodimandresy,Diurnal,3,4,Eulemur,rubriventer,3,1,2,2,1,1.047197551,10
Ambodivoara,Diurnal,4,23,Eulemur,rubriventer,2,0,2,1,1,4.71238898,15
Ambodivoara,Diurnal,1,33,Eulemur,rubriventer,3,1,2,1,2,1.396263402,9
Betaolana,Diurnal,3,2,Eulemur,albifrons,10,NA,10,NA,NA,1.221730476,30
Ambodivoara,Diurnal,4,26,Eulemur,rubriventer,2,0,2,1,1,1.745329252,25
Androfiabe,Diurnal,2,2,Eulemur,rubriventer,8,1,7,4,3,0.34906585,10
Befamatra,Diurnal,1,2,Eulemur,rubriventer,5,1,4,2,2,1.047197551,12
Betaolana,Diurnal,1,3,Eulemur,albifrons,2,0,2,1,1,1.204277184,10
Ambodivoara,Diurnal,5,1,Eulemur,albifrons,2,0,2,1,1,1.047197551,15
Ambodivoara,Diurnal,5,1,Propithecus,candidus,2,0,2,1,1,1.396263402,8
Ambodivoara,Nocturnal,2,16,Lepilemur,seali,1,0,0,0,0,1.570796327,7
Ambodivoara,Nocturnal,1,14,Avahi,laniger,1,0,0,0,0,1.570796327,4
Ambodivoara,Nocturnal,3,10,Microcebus,lehilahytsara,1,0,1,0,0,6.108652382,5
Befamatra,Nocturnal,1,3,Cheirogaleus,crossleyi,2,NA,NA,NA,NA,1.221730476,12
Ambodivoara,Nocturnal,1,19,Avahi,laniger,1,0,1,NA,NA,1.570796327,8
Androfiabe,Nocturnal,1,1,Avahi,laniger,2,0,2,1,1,1.396263402,15
Androfiabe,Nocturnal,2,1,Lepilemur,seali,1,0,1,NA,NA,0.523598776,5
Ambodivoara,Nocturnal,1,14,Avahi,laniger,1,0,0,0,0,0,0
Ambodivoara,Nocturnal,1,16,Allocebus,trichotis,1,0,0,0,0,5.235987756,20
Ambodivoara,Nocturnal,4,15,Microcebus,lehilahytsara,1,0,0,0,0,0.174532925,30
Ambodivoara,Nocturnal,1,18,Avahi,laniger,1,0,1,0,0,1.570796327,12
Betaolana,Nocturnal,3,1,Microcebus,mittermeieri,1,0,1,NA,NA,1.047197551,25
Ambodivoara,Nocturnal,3,10,Microcebus,lehilahytsara,1,0,1,0,0,5.410520681,3
Ambodivoara,Nocturnal,1,15,Microcebus,lehilahytsara,1,0,0,0,0,5.410520681,3
Ambodivoara,Nocturnal,1,20,Microcebus,lehilahytsara,1,0,1,NA,NA,4.36332313,15
Ambodivoara,Nocturnal,1,14,Microcebus,lehilahytsara,1,0,0,0,0,0,0
AmbodivohitraKobahina,Nocturnal,1,1,Cheirogaleus,crossleyi,1,0,NA,NA,NA,5.410520681,5
Ambodivoara,Nocturnal,3,12,Microcebus,lehilahytsara,1,0,1,0,0,4.886921906,20
Ambodivoara,Nocturnal,3,14,Lepilemur,seali,1,0,1,0,0,5.585053606,10
Ambodivoara,Nocturnal,2,16,Avahi,laniger,1,0,0,0,0,1.518436449,10
AmbodivohitraKobahina,Nocturnal,1,3,Cheirogaleus,crossleyi,3,0,NA,NA,NA,0,0
Ambodivoara,Nocturnal,4,14,Avahi,laniger,2,0,2,1,1,0,0
Ambodivoara,Nocturnal,4,20,Lepilemur,seali,1,0,1,NA,NA,NA,NA
Ambodivoara,Nocturnal,2,17,Lepilemur,seali,1,0,0,0,0,1.047197551,20
Ambodivoara,Nocturnal,2,20,Lepilemur,seali,1,0,1,NA,NA,5.672320069,10
Ambodivoara,Nocturnal,3,12,Allocebus,trichotis,1,0,1,0,0,5.061454831,5
Ambodivoara,Nocturnal,3,11,Allocebus,trichotis,1,1,0,0,0,6.108652382,13
Ambodivoara,Nocturnal,2,22,Microcebus,lehilahytsara,1,0,1,NA,NA,4.71238898,22
AmbodivohitraKobahina,Nocturnal,2,2,Microcebus,mittermieiri,1,0,NA,NA,NA,1.745329252,5
AmbodivohitraKobahina,Nocturnal,3,2,Cheirogaleus,crossleyi,1,0,NA,NA,NA,1.570796327,2
Ambodivoara,Nocturnal,1,18,Allocebus,trichotis,1,0,1,0,0,0.34906585,4
Ambodivoara,Nocturnal,1,16,Allocebus,trichotis,1,0,0,0,0,4.625122518,8
Befamatra,Nocturnal,1,1,Microcebus,mittermeieri,1,NA,1,NA,NA,0.523598776,30
Ambodivoara,Nocturnal,1,19,Allocebus,trichotis,1,0,1,NA,NA,0,0
Androfiabe,Nocturnal,1,1,Microcebus,mittermeieri,1,0,1,NA,NA,0.523598776,50
Androfiabe,Nocturnal,2,1,Lepilemur,seali,1,0,1,NA,NA,0.872664626,3
Ambodivoara,Nocturnal,1,20,Allocebus,trichotis,1,0,1,NA,NA,3.141592654,6
Ambodivoara,Nocturnal,4,17,Allocebus,trichotis,1,0,2,0,0,1.919862177,11
AmbodivohitraKobahina,Nocturnal,1,3,Cheirogaleus,crossleyi,1,0,NA,NA,NA,0,1
Ambodivoara,Nocturnal,2,16,Allocebus,trichotis,1,0,0,0,0,1.570796327,5
Ambodivoara,Nocturnal,1,21,Avahi,laniger,1,0,1,NA,NA,0,0
Ambodivoara,Nocturnal,2,19,Lepilemur,seali,1,0,1,0,0,0.785398163,1
Betaolana,Nocturnal,1,2,Microcebus,mittermeieri,1,0,1,NA,NA,0.523598776,4
Androfiabe,Nocturnal,2,1,Lepilemur,seali,1,0,1,NA,NA,0.698131701,8
Ambodivoara,Nocturnal,3,16,Lepilemur,seali,1,0,1,NA,NA,1.570796327,8
AmbodivohitraKobahina,Nocturnal,3,3,Cheirogaleus,crossleyi,1,0,NA,NA,NA,0,0
Betaolana,Nocturnal,3,1,Allocebus,trichotis,1,0,1,NA,NA,1.396263402,20
Ambodivoara,Nocturnal,1,14,Microcebus,lehilahytsara,1,0,0,0,0,1.570796327,1
AmbodivohitraKobahina,Nocturnal,3,3,Microcebus,mittermieiri,1,0,NA,NA,NA,0,0
Betaolana,Nocturnal,3,3,Lepilemur,seali,1,0,1,NA,NA,0.523598776,10
Ambodivoara,Nocturnal,3,13,Allocebus,trichotis,1,0,0,0,0,1.047197551,7
Betaolana,Nocturnal,3,2,Microcebus,mittermeieri,1,0,1,NA,NA,0.34906585,4
Androfiabe,Nocturnal,1,1,Avahi,laniger,1,0,1,NA,NA,0.523598776,20
Ambodivoara,Nocturnal,4,20,Microcebus,lehilahytsara,1,0,1,NA,NA,NA,NA
Ambodivoara,Nocturnal,4,14,Avahi,laniger,1,0,1,0,0,1.919862177,8
Befamatra,Nocturnal,2,1,Microcebus,mittermeieri,1,NA,NA,NA,NA,1.221730476,12
Ambodimandresy,Nocturnal,2,1,Cheirogaleus,crossleyi,2,NA,2,NA,NA,1.221730476,15
Ambodimandresy,Nocturnal,2,3,Cheirogaleus,crossleyi,1,NA,1,NA,NA,1.396263402,15
Ambodivoara,Nocturnal,4,15,Allocebus,trichotis,1,0,1,0,0,1.745329252,10
Ambodivoara,Nocturnal,3,11,Lepilemur,seali,1,0,1,0,0,4.188790205,18
Ambodivoara,Nocturnal,4,18,Avahi,laniger,1,0,1,NA,NA,5.235987756,20
AmbodivohitraKobahina,Nocturnal,3,1,Lepilemur,seali,1,0,NA,NA,NA,2.094395102,13
Ambodivoara,Nocturnal,2,3,Avahi,laniger,2,1,1,0,1,1.308996939,7
Betaolana,Nocturnal,2,2,Microcebus,mittermeieri,1,0,1,NA,NA,1.570796327,8
Betaolana,Nocturnal,3,2,Avahi,laniger,1,0,1,NA,NA,0.698131701,10
Betaolana,Nocturnal,1,3,Lepilemur,seali,1,0,1,NA,NA,0.523598776,20
Ambodimandresy,Nocturnal,1,3,Cheirogaleus,crossleyi,1,NA,NA,NA,NA,0.34906585,40
Ambodivoara,Nocturnal,1,18,Lepilemur,seali,1,0,1,0,0,3.490658504,20
Ambodivoara,Nocturnal,1,15,Microcebus,lehilahytsara,1,0,0,0,0,6.108652382,5
Ambodimandresy,Nocturnal,3,3,Avahi,laniger,2,NA,2,NA,NA,1.396263402,18
Ambodivoara,Nocturnal,2,2,Microcebus,mittermeieri,1,0,1,0,0,1.047197551,5
Betaolana,Nocturnal,3,1,Lepilemur,seali,1,0,1,NA,NA,0.698131701,15
AmbodivohitraKobahina,Nocturnal,2,3,Allocebus,trichotis,1,0,NA,NA,NA,0.34906585,13
AmbodivohitraKobahina,Nocturnal,2,3,Cheirogaleus,crossleyi,1,0,NA,NA,NA,1.570796327,5
Befamatra,Nocturnal,2,3,Cheirogaleus,crossleyi,5,NA,NA,NA,NA,1.483529864,28
Ambodivoara,Nocturnal,4,18,Allocebus,trichotis,1,0,1,NA,NA,1.570796327,4
Ambodivoara,Nocturnal,2,20,Avahi,laniger,3,1,3,1,1,0,0
Ambodimandresy,Nocturnal,1,2,Allocebus,trichotis,1,NA,1,NA,NA,0.174532925,4
Androfiabe,Nocturnal,2,1,Lepilemur,seali,1,0,1,NA,NA,0.785398163,10
Ambodimandresy,Nocturnal,2,3,Allocebus,trichotis,1,NA,1,NA,NA,1.308996939,10
Ambodivoara,Nocturnal,2,22,Avahi,laniger,1,0,1,NA,NA,1.047197551,7
Ambodivoara,Nocturnal,2,18,Avahi,laniger,1,0,1,0,0,0.698131701,10
Ambodivoara,Nocturnal,3,17,Lepilemur,seali,1,0,1,0,0,1.570796327,5
AmbodivohitraKobahina,Nocturnal,3,1,Cheirogaleus,crossleyi,1,0,NA,NA,NA,1.570796327,10
AmbodivohitraKobahina,Nocturnal,3,3,Lepilemur,seali,3,1,1,1,1,0,0
Betaolana,Nocturnal,3,2,Allocebus,trichotis,1,0,1,NA,NA,1.221730476,6
Befamatra,Nocturnal,1,3,Microcebus,mittermeieri,1,NA,NA,NA,NA,0.610865238,8
Androfiabe,Nocturnal,1,1,Avahi,laniger,1,0,1,NA,NA,0.34906585,15
Ambodimandresy,Nocturnal,3,1,Cheirogaleus,crossleyi,1,NA,1,NA,NA,1.221730476,8
Ambodivoara,Nocturnal,4,19,Lepilemur,seali,1,0,1,NA,NA,0,0
Ambodivoara,Nocturnal,2,17,Lepilemur,seali,1,0,0,0,0,1.570796327,15
Ambodivoara,Nocturnal,4,14,Microcebus,lehilahytsara,1,0,1,0,0,0.523598776,12
Betaolana,Nocturnal,2,3,Microcebus,mittermeieri,1,0,1,NA,NA,0.523598776,5
Ambodivoara,Nocturnal,4,13,Microcebus,lehilahytsara,1,0,1,0,0,4.886921906,3
Ambodivoara,Nocturnal,2,21,Microcebus,lehilahytsara,1,0,1,NA,NA,4.188790205,5
Ambodivoara,Nocturnal,2,16,Allocebus,trichotis,1,0,0,0,0,1.570796327,15
AmbodivohitraKobahina,Nocturnal,1,2,Cheirogaleus,crossleyi,1,0,NA,NA,NA,0,0
Ambodivoara,Nocturnal,4,17,Avahi,laniger,2,0,1,1,1,0,0
Befamatra,Nocturnal,2,1,Cheirogaleus,crossleyi,5,NA,NA,NA,NA,1.396263402,18
Betaolana,Nocturnal,3,3,Cheirogaleus,crossleyi,1,0,1,NA,NA,1.396263402,22
Androfiabe,Nocturnal,1,2,Avahi,laniger,2,0,2,1,1,0.523598776,10
Ambodimandresy,Nocturnal,3,2,Lepilemur,seali,1,NA,1,NA,NA,1.047197551,3
Ambodivoara,Nocturnal,1,14,Allocebus,trichotis,1,0,0,0,0,2.705260341,12
Ambodivoara,Nocturnal,1,16,Allocebus,trichotis,1,0,0,0,0,1.570796327,2
Ambodivoara,Nocturnal,2,4,Cheirogaleus,crossleyi,1,0,1,0,0,1.134464014,23
Ambodivoara,Nocturnal,4,13,Allocebus,trichotis,1,0,1,0,0,1.570796327,10
Ambodivoara,Nocturnal,4,19,Avahi,laniger,3,0,3,NA,NA,1.570796327,20
Ambodivoara,Nocturnal,3,15,Microcebus,lehilahytsara,1,0,1,NA,NA,1.570796327,9
AmbodivohitraKobahina,Nocturnal,1,1,Microcebus,mittermieiri,1,0,NA,NA,NA,1.570796327,6
AmbodivohitraKobahina,Nocturnal,2,2,Cheirogaleus,crossleyi,1,0,NA,NA,NA,2.094395102,7
Befamatra,Nocturnal,3,3,Cheirogaleus,crossleyi,1,NA,NA,NA,NA,1.221730476,10
Ambodimandresy,Nocturnal,2,2,Microcebus,mittermeieri,1,NA,1,NA,NA,1.396263402,5
Ambodivoara,Nocturnal,4,20,Allocebus,trichotis,1,0,1,NA,NA,NA,NA
Ambodivoara,Nocturnal,1,18,Microcebus,lehilahytsara,1,0,1,0,0,0.436332313,5
Ambodivoara,Nocturnal,4,17,Avahi,laniger,1,0,1,NA,NA,5.585053606,6
AmbodivohitraKobahina,Nocturnal,3,1,Cheirogaleus,crossleyi,1,0,NA,NA,NA,1.570796327,8
AmbodivohitraKobahina,Nocturnal,3,3,Avahi,laniger,3,1,1,1,1,1.570796327,6
Ambodimandresy,Nocturnal,3,3,Microcebus,mittermeieri,1,NA,NA,NA,NA,1.047197551,15
Ambodivoara,Nocturnal,4,19,Lepilemur,seali,1,0,1,NA,NA,1.396263402,3
Ambodivoara,Nocturnal,3,12,Microcebus,lehilahytsara,1,0,1,0,0,1.570796327,4
AmbodivohitraKobahina,Nocturnal,3,2,Microcebus,mittermieiri,1,0,NA,NA,NA,1.570796327,10
Befamatra,Nocturnal,3,2,Cheirogaleus,crossleyi,1,NA,1,NA,NA,1.483529864,20
Betaolana,Nocturnal,1,1,Allocebus,trichotis,1,0,1,1,0,1.396263402,4
Betaolana,Nocturnal,3,2,Lepilemur,seali,1,0,1,NA,NA,1.221730476,4
Ambodivoara,Nocturnal,3,13,Microcebus,lehilahytsara,1,0,0,0,0,1.919862177,4
Ambodivoara,Nocturnal,3,16,Lepilemur,seali,1,0,1,NA,NA,5.585053606,12
AmbodivohitraKobahina,Nocturnal,2,1,Lepilemur,seali,1,0,1,0,1,1.570796327,2
Betaolana,Nocturnal,3,1,Avahi,laniger,2,0,2,1,1,0.872664626,25
Ambodivoara,Nocturnal,4,15,Microcebus,lehilahytsara,1,0,1,0,0,2.094395102,20
Ambodivoara,Nocturnal,5,2,Allocebus,trichotis,1,0,1,0,0,1.570796327,4
Ambodivoara,Nocturnal,2,2,Cheirogaleus,crossleyi,1,0,1,0,0,0.785398163,15
Ambodimandresy,Nocturnal,1,2,Allocebus,trichotis,1,NA,1,NA,NA,1.396263402,8
Ambodimandresy,Nocturnal,2,3,Cheirogaleus,crossleyi,1,NA,1,NA,NA,0.698131701,12
Ambodivoara,Nocturnal,2,16,Microcebus,lehilahytsara,1,0,0,0,0,1.570796327,2
AmbodivohitraKobahina,Nocturnal,1,1,Microcebus,mittermieiri,1,0,NA,NA,NA,1.570796327,7
Befamatra,Nocturnal,1,3,Cheirogaleus,crossleyi,1,NA,NA,NA,NA,1.483529864,8
Ambodimandresy,Nocturnal,3,2,Cheirogaleus,crossleyi,1,NA,1,NA,NA,0.785398163,13
Ambodivoara,Nocturnal,4,20,Allocebus,trichotis,1,0,1,NA,NA,NA,NA
Ambodivoara,Nocturnal,2,18,Allocebus,trichotis,1,0,1,0,0,5.585053606,3
Androfiabe,Nocturnal,3,8,Eulemur,albifrons,6,2,4,3,3,0,0
Androfiabe,Nocturnal,3,4,Cheirogaleus,crossleyi,1,0,1,NA,NA,0,0
Ambodivoara,Nocturnal,2,23,Cheirogaleus,crossleyi,NA,NA,1,NA,NA,0,0
Ambodivoara,Nocturnal,3,19,Cheirogaleus,crossleyi,NA,NA,1,NA,NA,4.71238898,20
Ambodivoara,Nocturnal,2,24,Cheirogaleus,crossleyi,NA,NA,1,NA,NA,1.396263402,20
Ambodivoara,Nocturnal,2,23,Cheirogaleus,crossleyi,NA,NA,1,NA,NA,5.235987756,5
Ambodivoara,Nocturnal,2,26,Cheirogaleus,crossleyi,NA,NA,1,NA,NA,0,0
Ambodivoara,Nocturnal,4,21,Cheirogaleus,crossleyi,NA,NA,1,NA,NA,1.047197551,5
Androfiabe,Nocturnal,3,4,Eulemur,albifrons,,,,,,,
Androfiabe,Nocturnal,3,4,Cheirogaleus,crossleyi,2,0,2,NA,NA,1.570796327,5
Ambodivoara,Nocturnal,4,22,Cheirogaleus,crossleyi,NA,NA,1,NA,NA,5.235987756,10
